CustomerID,Recency,Tenure,Frequency,TotalQuantity,Monetary,AOV,Predicted_CLV,Segment
12432.0,42,129,5,1801,5059.32,1011.8639999999999,4477.2495,High
12433.0,0,372,7,11071,13375.87,1910.8385714285716,13532.278,High
12434.0,84,175,2,394,806.14,403.07,789.2235,Medium
12435.0,79,188,2,2055,7829.89,3914.945,9214.273,High
12436.0,99,0,1,211,509.01,509.01,490.71243,Medium
12437.0,1,329,18,2922,4951.41,275.0783333333333,4893.4165,High
12438.0,13,125,2,1180,2906.85,1453.425,2564.0872,High
12441.0,366,0,1,121,173.55,173.55,188.70634,Low
12442.0,2,0,1,182,172.06,172.06,188.70634,Low
12444.0,20,149,5,1153,5005.46,1001.092,4553.1562,High
12445.0,21,0,1,62,133.4,133.4,139.2574,Low
12446.0,57,0,1,351,1002.3100000000001,1002.3100000000001,1005.8493,Medium
12447.0,242,0,1,190,476.49,476.49,466.1763,Medium
12448.0,43,0,1,243,449.45,449.45,485.77045,Medium
12449.0,21,164,4,1553,4067.29,1016.8225,3767.2024,High
12450.0,155,17,2,128,197.88,98.94,197.73671,Low
12451.0,10,313,5,6575,9035.52,1807.104,9415.346,High
12452.0,16,0,2,185,430.57,215.285,323.9276,Low
12453.0,133,0,1,473,707.09,707.09,716.8442,Medium
12454.0,55,0,1,1006,3528.34,3528.34,3129.8613,High
12455.0,72,223,6,2089,2466.86,411.1433333333334,2518.915,High
12456.0,43,210,3,1633,3181.04,1060.3466666666666,3040.942,High
12457.0,65,172,7,843,2363.23,337.6042857142857,2247.1917,High
12458.0,70,213,2,506,947.4,473.7,933.8068,Medium
12461.0,93,60,2,287,826.88,413.44,745.4952,Medium
12462.0,18,284,2,536,1189.59,594.795,1189.3531,High
12463.0,52,188,4,776,1344.78,336.195,1341.8994,High
12464.0,9,299,8,112,1212.05,151.50625,874.1884,Medium
12465.0,16,152,2,479,742.1899999999999,371.09499999999997,748.1901,Medium
12468.0,187,128,2,366,729.5400000000001,364.77000000000004,709.0907,Medium
12471.0,1,362,30,8212,19824.05,660.8016666666666,19739.072,High
12472.0,31,336,7,4148,6572.11,938.8728571428571,7045.3228,High
12473.0,28,162,5,2439,3938.5499999999997,787.7099999999999,4094.5605,High
12474.0,16,312,18,4847,7375.79,409.7661111111111,7448.7397,High
12475.0,53,0,1,535,723.38,723.38,787.75867,Medium
12476.0,15,345,11,2408,6816.42,619.6745454545454,6780.794,High
12477.0,22,278,6,3653,13219.74,2203.29,12006.6045,High
12478.0,3,0,1,236,680.99,680.99,633.72797,Medium
12479.0,10,0,1,385,527.2,527.2,568.8146,Medium
12480.0,27,307,4,1707,3281.63,820.4075,3335.4053,High
12481.0,22,342,10,3304,5596.32,559.632,5648.3647,High
12483.0,16,322,8,1110,2484.98,310.6225,2436.5122,High
12484.0,32,303,6,2191,4541.72,756.9533333333334,4151.319,High
12488.0,9,65,3,529,1298.66,432.8866666666667,1230.3519,High
12489.0,335,0,1,105,334.93,334.93,294.72305,Low
12490.0,4,324,10,3064,5417.93,541.793,5498.9326,High
12491.0,38,0,1,260,460.40000000000003,460.40000000000003,502.4435,Medium
12492.0,62,42,2,192,263.21000000000004,131.60500000000002,263.67993,Low
12493.0,165,31,2,207,433.74,216.87,373.24255,Low
12494.0,15,349,7,707,1246.1000000000001,178.01428571428573,1353.1066,High
12497.0,81,0,1,1236,1043.1,1043.1,1190.5651,High
12498.0,20,36,3,159,403.70000000000005,134.5666666666667,352.2554,Low
12500.0,22,310,11,2678,4257.82,387.07454545454544,3987.4912,High
12501.0,336,0,1,1783,2169.39,2169.39,2191.6172,High
12502.0,95,214,5,820,3723.87,744.774,3443.7063,High
12504.0,17,12,2,90,482.04999999999995,241.02499999999998,413.29816,Medium
12506.0,232,0,1,23,73.5,73.5,75.72902,Low
12507.0,133,164,3,894,1304.81,434.93666666666667,1322.2795,High
12508.0,25,2,2,272,398.27,199.135,359.1322,Low
12509.0,283,0,1,55,176.5,176.5,188.70634,Low
12510.0,142,182,2,353,982.5699999999999,491.28499999999997,930.3884,Medium
12512.0,65,0,2,99,138.03,69.015,132.7733,Low
12513.0,112,0,1,462,612.29,612.29,665.4544,Medium
12514.0,266,0,1,440,1017.68,1017.68,976.5466,Medium
12515.0,352,0,1,131,383.7,383.7,357.4703,Low
12516.0,77,102,2,875,1312.06,656.03,1360.3971,High
12517.0,27,161,5,1371,2502.84,500.56800000000004,2331.6653,High
12518.0,0,109,5,1318,2056.89,411.378,2065.2114,High
12519.0,63,0,1,183,340.84,340.84,344.76514,Low
12520.0,78,194,5,1439,2634.26,526.8520000000001,2721.8965,High
12521.0,142,0,1,309,599.68,599.68,630.7447,Medium
12522.0,38,12,2,194,192.72,96.36,200.27031,Low
12523.0,18,312,11,865,1789.77,162.70636363636365,1877.8765,High
12524.0,8,324,8,3699,4485.72,560.715,4856.1646,High
12526.0,0,93,3,632,1316.66,438.8866666666667,1263.2489,High
12527.0,81,243,3,234,348.71000000000004,116.23666666666668,348.921,Low
12528.0,8,303,6,756,1933.48,322.24666666666667,1869.3607,High
12530.0,59,277,4,913,1662.28,415.57,1636.6506,High
12531.0,14,0,1,45,125.22,125.22,126.24879,Low
12532.0,29,0,1,153,349.83000000000004,349.83000000000004,344.76514,Low
12534.0,130,0,1,651,1089.18,1089.18,1150.0459,Medium
12535.0,91,94,2,219,716.35,358.175,645.4922,Medium
12536.0,42,15,3,2803,12601.830000000002,4200.610000000001,13936.92,High
12538.0,28,0,1,191,363.95,363.95,350.75955,Low
12539.0,21,311,4,2067,5568.35,1392.0875,5094.1914,High
12540.0,19,342,17,6685,13400.24,788.2494117647059,13483.874,High
12541.0,29,251,3,680,981.18,327.06,1064.4304,Medium
12544.0,35,0,1,136,372.7,372.7,357.4703,Low
12545.0,74,184,2,523,1000.39,500.195,995.783,Medium
12546.0,46,31,2,633,1161.5,580.75,1216.0918,High
12547.0,197,82,2,134,207.79999999999998,103.89999999999999,224.03212,Low
12548.0,165,0,1,49,95.19999999999999,95.19999999999999,93.66707,Low
12550.0,78,0,1,569,964.83,964.83,1004.05664,Medium
12551.0,357,0,1,100,168.0,168.0,169.81544,Low
12552.0,38,0,2,88,437.82,218.91,323.9276,Low
12553.0,7,321,10,1965,3692.28,369.228,3658.1824,High
12556.0,49,100,2,358,603.71,301.855,630.32526,Medium
12557.0,15,355,5,4384,11990.960000000001,2398.192,11850.224,High
12558.0,7,0,1,196,269.96,269.96,270.54294,Low
12559.0,310,8,2,283,561.71,280.855,538.3976,Medium
12560.0,4,137,3,1110,2134.01,711.3366666666667,2042.6425,High
12561.0,302,0,1,177,238.85,238.85,243.46474,Low
12562.0,7,190,7,1779,3781.7400000000002,540.2485714285715,3729.0928,High
12564.0,260,0,1,133,456.9,456.9,463.4058,Medium
12565.0,288,0,1,80,145.92,145.92,139.2574,Low
12566.0,85,0,1,265,351.65,351.65,400.92786,Medium
12567.0,22,346,10,4305,9401.28,940.128,8816.611,High
12569.0,1,250,32,1801,4124.69,128.8965625,4740.7354,High
12571.0,39,81,2,523,519.61,259.805,667.71027,Medium
12572.0,8,43,2,452,1020.42,510.21,947.9152,Medium
12573.0,226,0,1,84,160.54000000000002,160.54000000000002,169.81544,Low
12574.0,315,0,1,61,218.45,218.45,220.23308,Low
12576.0,35,268,5,967,1315.83,263.166,1372.6456,High
12577.0,34,323,3,472,657.8,219.26666666666665,684.2283,Medium
12578.0,20,308,2,1196,2794.51,1397.255,2824.6555,High
12579.0,77,0,1,285,440.42,440.42,494.4842,Medium
12580.0,246,0,1,238,415.7,415.7,457.6546,Medium
12581.0,39,0,1,161,197.71,197.71,196.53816,Low
12582.0,238,49,2,300,511.36,255.68,524.6933,Medium
12583.0,2,370,15,5060,7281.38,485.42533333333336,7019.68,High
12584.0,3,276,9,416,2338.15,259.7944444444445,1958.6587,High
12585.0,233,117,2,1279,2040.1,1020.05,2192.1067,High
12586.0,16,0,1,79,196.94000000000003,196.94000000000003,196.53816,Low
12587.0,7,0,1,51,144.0,144.0,139.2574,Low
12588.0,38,0,1,53,214.89999999999998,214.89999999999998,220.23308,Low
12589.0,28,115,2,306,646.68,323.34,621.8997,Medium
12590.0,210,0,2,4283,9864.26,4932.13,8511.871,High
12591.0,316,0,1,228,452.84999999999997,452.84999999999997,483.93555,Medium
12592.0,91,121,2,290,437.6,218.8,464.23145,Medium
12593.0,108,110,3,206,418.09999999999997,139.36666666666665,363.9175,Low
12594.0,37,285,10,1777,3338.2200000000003,333.822,3235.1187,High
12596.0,50,190,2,474,618.27,309.135,644.2654,Medium
12597.0,18,248,4,2236,3811.22,952.805,3979.8452,High
12598.0,9,275,8,1964,3023.08,377.885,3035.4614,High
12599.0,28,275,7,956,1032.58,147.51142857142855,1159.4373,Medium
12600.0,28,342,10,774,2599.04,259.904,2363.0867,High
12601.0,189,142,5,245,577.0600000000001,115.412,618.375,Medium
12602.0,58,0,1,162,153.12,153.12,169.81544,Low
12603.0,21,0,1,63,739.1999999999999,739.1999999999999,641.1268,Medium
12604.0,78,182,2,201,254.18,127.09,263.67993,Low
12607.0,59,0,1,1228,1579.51,1579.51,1648.6995,High
12609.0,77,240,3,648,1126.85,375.6166666666666,1133.5745,Medium
12610.0,22,103,5,1049,2099.54,419.908,2130.7053,High
12611.0,51,0,1,846,1193.32,1193.32,1329.1578,High
12612.0,73,0,1,262,704.0400000000001,704.0400000000001,678.4195,Medium
12613.0,56,204,5,1644,3344.38,668.876,3167.0137,High
12614.0,277,0,1,76,315.6,315.6,289.7136,Low
12615.0,1,166,4,1376,2291.19,572.7975,2261.0786,High
12616.0,94,202,2,284,713.3,356.65,656.4897,Medium
12617.0,28,0,1,213,355.53,355.53,373.74893,Low
12618.0,21,0,1,96,177.31,177.31,188.70634,Low
12619.0,15,237,9,3378,3641.24,404.5822222222222,3435.224,High
12620.0,14,189,3,1181,1339.41,446.47,1601.7489,High
12621.0,1,364,20,7440,13689.67,684.4835,15181.549,High
12622.0,231,0,1,69,180.1,180.1,188.70634,Low
12623.0,275,0,1,191,305.1,305.1,289.7136,Low
12624.0,105,71,2,355,641.13,320.565,632.6346,Medium
12625.0,211,107,2,1612,2683.82,1341.91,2569.3833,High
12626.0,22,303,9,3453,6620.48,735.6088888888888,6613.821,High
12627.0,10,129,7,2752,4478.53,639.79,4129.018,High
12628.0,3,60,3,448,786.46,262.15333333333336,791.43256,Medium
12630.0,9,34,2,548,1270.88,635.44,1189.3531,High
12631.0,56,0,1,236,640.5,640.5,622.9617,Medium
12633.0,58,229,4,1162,2163.98,540.995,2109.376,High
12635.0,89,65,2,1172,1689.18,844.59,1893.9803,High
12637.0,66,256,8,3002,6021.9,752.7375,6202.1504,High
12638.0,32,0,1,577,671.69,671.69,723.5059,Medium
12639.0,238,0,1,201,486.1,486.1,466.1763,Medium
12640.0,23,57,3,311,1174.58,391.52666666666664,1053.5039,Medium
12641.0,114,0,1,72,185.9,185.9,193.39775,Low
12642.0,24,82,3,552,1013.26,337.75333333333333,1071.6537,Medium
12643.0,127,204,6,1808,3344.64,557.4399999999999,3403.052,High
12644.0,129,0,1,325,477.91,477.91,518.501,Medium
12645.0,33,282,4,1084,1775.18,443.795,1832.2104,High
12646.0,4,44,2,897,1346.97,673.485,1360.3971,High
12647.0,21,346,12,1431,3722.82,310.235,3603.6882,High
12648.0,154,0,1,160,318.05,318.05,289.7136,Low
12649.0,106,105,3,586,623.51,207.83666666666667,688.86584,Medium
12650.0,2,0,1,254,314.44,314.44,349.58115,Low
12651.0,334,0,1,78,114.0,114.0,118.217834,Low
12652.0,330,0,1,505,919.98,919.98,914.55585,Medium
12653.0,148,147,2,919,2209.85,1104.925,1764.336,High
12654.0,10,284,5,264,601.98,120.396,618.375,Medium
12656.0,16,216,5,1723,4051.17,810.234,3977.246,High
12657.0,10,67,4,1044,1643.18,410.795,1737.6074,High
12658.0,18,0,1,320,686.05,686.05,648.2572,Medium
12659.0,29,0,1,105,91.68,91.68,93.66707,Low
12660.0,10,0,1,127,245.1,245.1,243.46474,Low
12662.0,0,372,11,2058,3849.78,349.98,4058.3887,High
12664.0,7,314,9,1203,4881.88,542.4311111111111,4347.7104,High
12665.0,324,0,1,37,63.0,63.0,57.580425,Low
12667.0,57,0,1,395,620.13,620.13,645.409,Medium
12668.0,11,343,4,1634,3807.15,951.7875,3744.344,High
12669.0,150,105,3,1115,2744.0299999999997,914.6766666666666,2573.6333,High
12670.0,9,222,5,1397,2996.05,599.21,2830.4094,High
12672.0,329,0,1,78,225.89999999999998,225.89999999999998,222.87526,Low
12673.0,4,321,2,351,610.52,305.26,640.71277,Medium
12674.0,38,169,4,1133,1970.6,492.65,1961.4542,High
12676.0,24,286,6,670,1331.39,221.89833333333334,1316.6085,High
12678.0,41,311,12,10923,17628.46,1469.0383333333332,17514.191,High
12679.0,58,225,4,554,1113.02,278.255,1066.5981,Medium
12680.0,0,112,4,443,862.81,215.7025,854.8048,Medium
12681.0,14,353,22,7536,13787.54,626.7063636363637,13537.53,High
12682.0,3,367,31,5575,12288.22,396.3941935483871,11664.296,High
12683.0,3,361,15,4987,8476.57,565.1046666666666,8499.876,High
12684.0,7,205,7,1985,2283.63,326.23285714285714,2416.396,High
12685.0,27,65,6,1523,2863.08,477.18,2880.4978,High
12686.0,371,0,1,107,89.14,89.14,90.62054,Low
12688.0,113,0,1,3028,4873.8099999999995,4873.8099999999995,4719.288,High
12689.0,25,101,2,628,1247.61,623.805,1179.2257,High
12690.0,205,0,1,106,389.01,389.01,357.4703,Low
12691.0,27,329,6,394,1035.8,172.63333333333333,932.15485,Medium
12693.0,126,192,4,255,855.91,213.9775,732.69946,Medium
12694.0,69,112,2,509,869.67,434.835,901.82166,Medium
12695.0,6,203,4,220,582.1,145.525,515.7516,Medium
12697.0,28,140,3,508,957.59,319.19666666666666,936.2484,Medium
12700.0,7,207,4,2967,4939.99,1234.9975,4817.9966,High
12701.0,79,162,2,678,797.71,398.855,870.04584,Medium
12702.0,19,0,1,53,219.0,219.0,220.23308,Low
12703.0,70,0,1,164,283.55,283.55,282.40088,Low
12704.0,6,162,8,1006,2340.84,292.605,2158.9414,High
12705.0,14,341,9,3997,6868.29,763.1433333333333,6517.7524,High
12707.0,291,0,1,256,603.42,603.42,595.2857,Medium
12708.0,29,338,10,1307,2712.91,271.291,2377.6475,High
12709.0,14,351,15,3936,9736.52,649.1013333333334,9123.118,High
12710.0,96,104,3,851,1149.02,383.00666666666666,1217.5403,High
12712.0,28,342,13,1062,4396.13,338.1638461538462,3283.9597,High
12713.0,0,0,1,508,848.55,848.55,887.5747,Medium
12714.0,8,285,5,3069,4708.86,941.7719999999999,5496.4536,High
12715.0,105,0,1,197,353.86,353.86,349.2129,Low
12716.0,3,129,2,708,1053.49,526.745,1081.7036,Medium
12717.0,150,94,2,506,1030.98,515.49,956.3889,Medium
12718.0,70,0,1,203,238.25,238.25,243.46474,Low
12719.0,4,59,2,374,644.95,322.475,632.6346,Medium
12720.0,2,366,25,4672,5781.73,231.26919999999998,5958.774,High
12721.0,31,323,6,1959,2656.13,442.68833333333333,2619.6772,High
12722.0,84,65,4,566,997.63,249.4075,1013.9686,Medium
12723.0,3,61,5,434,725.07,145.014,810.2972,Medium
12724.0,4,327,4,445,1031.41,257.8525,974.48145,Medium
12725.0,370,0,1,164,427.8,427.8,417.07455,Medium
12726.0,27,329,7,3143,2609.1,372.7285714285714,2601.6567,High
12727.0,10,309,7,2098,3980.7,568.6714285714286,3808.5474,High
12728.0,70,261,4,419,836.33,209.0825,882.6672,Medium
12729.0,113,0,1,233,453.01,453.01,479.48395,Medium
12731.0,23,341,12,8437,18895.91,1574.6591666666666,17472.762,High
12732.0,179,0,1,111,236.26000000000002,236.26000000000002,243.46474,Low
12733.0,233,0,1,137,383.95,383.95,357.4703,Low
12734.0,352,0,1,88,110.39999999999999,110.39999999999999,107.02501,Low
12735.0,314,21,2,368,779.5699999999999,389.78499999999997,730.73944,Medium
12736.0,332,0,1,173,234.0,234.0,223.93776,Low
12738.0,371,0,1,148,155.35,155.35,169.81544,Low
12739.0,77,20,2,486,1013.04,506.52,893.4129,Medium
12740.0,63,0,1,342,427.6,427.6,498.42706,Medium
12743.0,133,0,2,319,546.43,273.215,493.4191,Medium
12744.0,51,266,7,5241,21279.29,3039.8985714285714,21241.754,High
12747.0,1,366,11,1275,4196.01,381.4554545454546,3748.4346,High
12748.0,0,372,209,25747,33719.73,161.3384210526316,33709.2,High
12749.0,3,209,5,1471,4090.88,818.176,3804.5806,High
12750.0,128,0,1,137,275.88,275.88,273.67145,Low
12752.0,80,0,1,2262,4366.78,4366.78,4420.382,High
12753.0,22,339,6,11421,21429.39,3571.565,22751.615,High
12754.0,235,72,3,6481,3010.74,1003.5799999999999,3151.007,High
12755.0,280,85,2,1491,3811.95,1905.975,2862.0647,High
12756.0,86,0,1,144,112.07999999999998,112.07999999999998,107.02501,Low
12757.0,15,195,13,2402,7857.1,604.3923076923077,7856.46,High
12758.0,116,159,2,2135,2791.59,1395.795,2983.5964,High
12759.0,51,223,3,902,1531.44,510.48,1442.8788,High
12762.0,7,17,2,1227,1898.52,949.26,1986.8192,High
12763.0,137,230,2,316,494.08,247.04,501.7668,Medium
12764.0,316,0,1,386,1693.88,1693.88,1530.4199,High
12766.0,3,362,7,3646,6989.63,998.5185714285715,6759.637,High
12769.0,238,0,1,356,1143.6,1143.6,1075.0862,Medium
12770.0,210,0,1,743,1351.45,1351.45,1421.6498,High
12772.0,59,0,1,556,892.47,892.47,944.83356,Medium
12775.0,16,294,5,877,1386.04,277.20799999999997,1395.1816,High
12778.0,19,292,6,825,822.23,137.03833333333333,990.5176,Medium
12779.0,37,333,8,2024,3981.36,497.67,3958.5522,High
12781.0,63,221,2,671,826.74,413.37,870.04584,Medium
12782.0,4,352,5,1086,2330.92,466.184,2236.5134,High
12783.0,1,73,6,624,2225.91,370.98499999999996,2002.2439,High
12784.0,8,6,2,300,574.42,287.21,538.59454,Medium
12785.0,363,0,1,131,311.95,311.95,289.7136,Low
12787.0,9,182,3,261,463.66,154.55333333333334,475.00308,Medium
12789.0,64,0,1,4,91.85,91.85,93.66707,Low
12790.0,191,0,1,166,324.92,324.92,294.72305,Low
12791.0,373,0,1,97,192.60000000000002,192.60000000000002,196.53816,Low
12792.0,256,0,1,217,400.53999999999996,400.53999999999996,403.9669,Medium
12793.0,334,36,2,295,545.48,272.74,542.7338,Medium
12794.0,52,45,2,592,860.41,430.205,875.0172,Medium
12795.0,18,0,1,68,430.48,430.48,417.07455,Medium
12797.0,365,0,1,118,254.03,254.03,266.3915,Low
12798.0,9,160,3,5256,6977.04,2325.68,7737.913,High
12802.0,186,0,1,314,427.58,427.58,475.13763,Medium
12808.0,36,331,3,188,483.65000000000003,161.21666666666667,400.473,Medium
12809.0,177,0,1,220,489.31,489.31,490.71243,Medium
12811.0,260,23,3,230,514.85,171.61666666666667,448.8724,Medium
12812.0,44,0,1,164,229.64000000000001,229.64000000000001,223.93776,Low
12814.0,101,0,1,49,125.92,125.92,126.24879,Low
12815.0,147,50,2,379,1063.46,531.73,949.5901,Medium
12816.0,95,80,2,128,572.2,286.1,501.5907,Medium
12817.0,280,0,1,53,166.04,166.04,169.81544,Low
12818.0,261,0,1,929,1542.08,1542.08,1737.492,High
12820.0,2,323,4,722,942.34,235.585,992.90686,Medium
12821.0,213,0,1,70,92.72,92.72,93.66707,Low
12822.0,70,16,2,550,948.88,474.44,967.8572,Medium
12823.0,74,221,5,230,1759.5,351.9,1328.378,High
12824.0,59,0,1,232,397.12,397.12,395.5089,Medium
12826.0,2,362,7,1058,1474.72,210.67428571428573,1583.0194,High
12827.0,5,38,3,197,430.15000000000003,143.38333333333335,363.9175,Low
12828.0,2,127,6,494,1018.71,169.785,923.98083,Medium
12829.0,336,23,2,376,293.0,146.5,392.35266,Low
12830.0,37,134,6,9848,6814.64,1135.7733333333333,7074.8853,High
12831.0,261,0,1,135,215.05,215.05,220.23308,Low
12832.0,31,65,2,195,383.03,191.515,339.323,Low
12833.0,144,0,1,156,417.38,417.38,417.07455,Medium
12834.0,282,0,1,110,312.38,312.38,289.7136,Low
12836.0,58,252,4,1064,2612.86,653.215,2455.145,High
12837.0,172,0,1,24,134.1,134.1,139.2574,Low
12838.0,33,340,2,359,683.13,341.565,700.8823,Medium
12839.0,2,364,14,3807,5591.42,399.38714285714286,5242.6636,High
12840.0,143,82,4,1511,2726.77,681.6925,2640.0232,High
12841.0,4,367,25,2757,4022.35,160.894,4084.4,High
12842.0,69,238,2,547,1118.99,559.495,1127.337,Medium
12843.0,65,198,8,781,1702.26,212.7825,1672.0608,High
12844.0,28,101,2,125,325.96000000000004,162.98000000000002,305.13367,Low
12845.0,266,22,4,204,354.09,88.5225,359.0849,Low
12847.0,21,0,1,909,871.54,871.54,1120.4814,Medium
12849.0,30,237,2,623,1050.8899999999999,525.4449999999999,1019.58624,Medium
12851.0,96,0,1,109,135.18,135.18,139.2574,Low
12852.0,294,0,1,149,311.55,311.55,289.7136,Low
12853.0,134,181,6,800,1957.1000000000001,326.18333333333334,1902.7412,High
12854.0,78,239,3,627,1324.5,441.5,1306.6906,High
12855.0,372,0,1,30,38.1,38.1,52.055805,Low
12856.0,7,55,6,1079,2179.93,363.32166666666666,2175.5605,High
12857.0,210,91,2,343,1106.4,553.2,1057.6919,Medium
12863.0,51,0,1,188,521.2,521.2,484.04077,Medium
12864.0,137,0,1,216,147.12,147.12,170.10655,Low
12865.0,25,97,2,925,1568.23,784.115,1572.1766,High
12866.0,282,0,1,171,559.12,559.12,534.1714,Medium
12867.0,25,333,7,4298,4036.82,576.6885714285714,4485.863,High
12868.0,185,187,6,928,1607.0600000000002,267.84333333333336,1609.3322,High
12871.0,83,123,2,200,380.64,190.32,339.323,Low
12872.0,326,38,2,319,599.97,299.985,586.2101,Medium
12873.0,281,0,1,128,374.0,374.0,357.4703,Low
12875.0,142,219,2,2019,343.2300000000001,171.61500000000004,499.45892,Medium
12876.0,57,138,2,1941,2218.02,1109.01,2307.4373,High
12877.0,3,354,12,1178,1535.77,127.98083333333334,1891.9385,High
12878.0,235,29,2,547,854.99,427.495,878.61316,Medium
12879.0,44,47,3,370,573.22,191.07333333333335,625.1947,Medium
12881.0,275,0,1,21,298.0,298.0,287.4043,Low
12882.0,8,24,2,246,1463.04,731.52,1224.4316,High
12883.0,24,64,4,196,703.47,175.8675,586.48047,Medium
12884.0,87,0,1,43,309.05,309.05,289.7136,Low
12885.0,62,60,3,655,1175.22,391.74,1179.1211,High
12886.0,67,151,2,770,1378.4,689.2,1381.0319,High
12888.0,213,41,2,76,354.12,177.06,324.02454,Low
12890.0,23,0,1,259,380.46999999999997,380.46999999999997,400.35944,Medium
12891.0,185,107,3,950,331.0,110.33333333333333,396.0143,Medium
12893.0,30,0,1,96,188.14,188.14,196.53816,Low
12895.0,41,44,2,210,372.8,186.4,367.03174,Low
12897.0,204,97,2,110,216.5,108.25,227.22969,Low
12901.0,8,261,28,23075,17654.54,630.5192857142857,17179.547,High
12902.0,264,0,1,66,138.68,138.68,139.2574,Low
12904.0,17,154,2,302,509.58,254.79,524.6933,Medium
12906.0,11,66,5,1749,2919.81,583.962,2957.0217,High
12908.0,175,136,2,1200,750.0,375.0,889.2196,Medium
