CustomerID,Recency,Tenure,Frequency,AOV,Monetary,Predicted_CLV
12446.0,57,0,1,1002.3100000000001,1002.3100000000001,1005.8493
12447.0,242,0,1,476.49,476.49,466.1763
12448.0,43,0,1,449.45,449.45,485.77045
12449.0,21,164,4,1016.8225,4067.29,3767.2024
12450.0,155,17,2,98.94,197.88,197.73671
12451.0,10,313,5,1807.104,9035.52,9415.346
12452.0,16,0,2,215.285,430.57,323.9276
12453.0,133,0,1,707.09,707.09,716.8442
12454.0,55,0,1,3528.34,3528.34,3129.8613
12455.0,72,223,6,411.1433333333334,2466.86,2518.915
12456.0,43,210,3,1060.3466666666666,3181.04,3040.942
12457.0,65,172,7,337.6042857142857,2363.23,2247.1917
12458.0,70,213,2,473.7,947.4,933.8068
12461.0,93,60,2,413.44,826.88,745.4952
12462.0,18,284,2,594.795,1189.59,1189.3531
12463.0,52,188,4,336.195,1344.78,1341.8994
12464.0,9,299,8,151.50625,1212.05,874.1884
12465.0,16,152,2,371.09499999999997,742.1899999999999,748.1901
12468.0,187,128,2,364.77000000000004,729.5400000000001,709.0907
12471.0,1,362,30,660.8016666666666,19824.05,19739.072
12472.0,31,336,7,938.8728571428571,6572.11,7045.3228
12473.0,28,162,5,787.7099999999999,3938.5499999999997,4094.5605
12474.0,16,312,18,409.7661111111111,7375.79,7448.7397
12475.0,53,0,1,723.38,723.38,787.75867
12476.0,15,345,11,619.6745454545454,6816.42,6780.794
12477.0,22,278,6,2203.29,13219.74,12006.6045
12478.0,3,0,1,680.99,680.99,633.72797
12479.0,10,0,1,527.2,527.2,568.8146
12480.0,27,307,4,820.4075,3281.63,3335.4053
12481.0,22,342,10,559.632,5596.32,5648.3647
12483.0,16,322,8,310.6225,2484.98,2436.5122
12484.0,32,303,6,756.9533333333334,4541.72,4151.319
12488.0,9,65,3,432.8866666666667,1298.66,1230.3519
12489.0,335,0,1,334.93,334.93,294.72305
12490.0,4,324,10,541.793,5417.93,5498.9326
12491.0,38,0,1,460.40000000000003,460.40000000000003,502.4435
12492.0,62,42,2,131.60500000000002,263.21000000000004,263.67993
12493.0,165,31,2,216.87,433.74,373.24255
12494.0,15,349,7,178.01428571428573,1246.1000000000001,1353.1066
12497.0,81,0,1,1043.1,1043.1,1190.5651
12498.0,20,36,3,134.5666666666667,403.70000000000005,352.2554
12500.0,22,310,11,387.07454545454544,4257.82,3987.4912
12501.0,336,0,1,2169.39,2169.39,2191.6172
12502.0,95,214,5,744.774,3723.87,3443.7063
12504.0,17,12,2,241.02499999999998,482.04999999999995,413.29816
12506.0,232,0,1,73.5,73.5,75.72902
12507.0,133,164,3,434.93666666666667,1304.81,1322.2795
12508.0,25,2,2,199.135,398.27,359.1322
12509.0,283,0,1,176.5,176.5,188.70634
12510.0,142,182,2,491.28499999999997,982.5699999999999,930.3884
12512.0,65,0,2,69.015,138.03,132.7733
12513.0,112,0,1,612.29,612.29,665.4544
12514.0,266,0,1,1017.68,1017.68,976.5466
12515.0,352,0,1,383.7,383.7,357.4703
12516.0,77,102,2,656.03,1312.06,1360.3971
12517.0,27,161,5,500.56800000000004,2502.84,2331.6653
12518.0,0,109,5,411.378,2056.89,2065.2114
12519.0,63,0,1,340.84,340.84,344.76514
12520.0,78,194,5,526.8520000000001,2634.26,2721.8965
12521.0,142,0,1,599.68,599.68,630.7447
12522.0,38,12,2,96.36,192.72,200.27031
12523.0,18,312,11,162.70636363636365,1789.77,1877.8765
12524.0,8,324,8,560.715,4485.72,4856.1646
12526.0,0,93,3,438.8866666666667,1316.66,1263.2489
12527.0,81,243,3,116.23666666666668,348.71000000000004,348.921
12528.0,8,303,6,322.24666666666667,1933.48,1869.3607
12530.0,59,277,4,415.57,1662.28,1636.6506
12531.0,14,0,1,125.22,125.22,126.24879
12532.0,29,0,1,349.83000000000004,349.83000000000004,344.76514
12534.0,130,0,1,1089.18,1089.18,1150.0459
12535.0,91,94,2,358.175,716.35,645.4922
12536.0,42,15,3,4200.610000000001,12601.830000000002,13936.92
12538.0,28,0,1,363.95,363.95,350.75955
12539.0,21,311,4,1392.0875,5568.35,5094.1914
12540.0,19,342,17,788.2494117647059,13400.24,13483.874
12541.0,29,251,3,327.06,981.18,1064.4304
12544.0,35,0,1,372.7,372.7,357.4703
12545.0,74,184,2,500.195,1000.39,995.783
12546.0,46,31,2,580.75,1161.5,1216.0918
12547.0,197,82,2,103.89999999999999,207.79999999999998,224.03212
12548.0,165,0,1,95.19999999999999,95.19999999999999,93.66707
12550.0,78,0,1,964.83,964.83,1004.05664
12551.0,357,0,1,168.0,168.0,169.81544
12552.0,38,0,2,218.91,437.82,323.9276
12553.0,7,321,10,369.228,3692.28,3658.1824
12556.0,49,100,2,301.855,603.71,630.32526
12557.0,15,355,5,2398.192,11990.960000000001,11850.224
12558.0,7,0,1,269.96,269.96,270.54294
12559.0,310,8,2,280.855,561.71,538.3976
12560.0,4,137,3,711.3366666666667,2134.01,2042.6425
12561.0,302,0,1,238.85,238.85,243.46474
12562.0,7,190,7,540.2485714285715,3781.7400000000002,3729.0928
12564.0,260,0,1,456.9,456.9,463.4058
12565.0,288,0,1,145.92,145.92,139.2574
12566.0,85,0,1,351.65,351.65,400.92786
12567.0,22,346,10,940.128,9401.28,8816.611
12569.0,1,250,32,128.8965625,4124.69,4740.7354
12571.0,39,81,2,259.805,519.61,667.71027
12572.0,8,43,2,510.21,1020.42,947.9152
12573.0,226,0,1,160.54000000000002,160.54000000000002,169.81544
12574.0,315,0,1,218.45,218.45,220.23308
12576.0,35,268,5,263.166,1315.83,1372.6456
12577.0,34,323,3,219.26666666666665,657.8,684.2283
12578.0,20,308,2,1397.255,2794.51,2824.6555
12579.0,77,0,1,440.42,440.42,494.4842
12580.0,246,0,1,415.7,415.7,457.6546
12581.0,39,0,1,197.71,197.71,196.53816
12582.0,238,49,2,255.68,511.36,524.6933
12583.0,2,370,15,485.42533333333336,7281.38,7019.68
12584.0,3,276,9,259.7944444444445,2338.15,1958.6587
12585.0,233,117,2,1020.05,2040.1,2192.1067
12586.0,16,0,1,196.94000000000003,196.94000000000003,196.53816
12587.0,7,0,1,144.0,144.0,139.2574
12588.0,38,0,1,214.89999999999998,214.89999999999998,220.23308
12589.0,28,115,2,323.34,646.68,621.8997
12590.0,210,0,2,4932.13,9864.26,8511.871
12591.0,316,0,1,452.84999999999997,452.84999999999997,483.93555
12592.0,91,121,2,218.8,437.6,464.23145
12593.0,108,110,3,139.36666666666665,418.09999999999997,363.9175
12594.0,37,285,10,333.822,3338.2200000000003,3235.1187
12596.0,50,190,2,309.135,618.27,644.2654
12597.0,18,248,4,952.805,3811.22,3979.8452
12598.0,9,275,8,377.885,3023.08,3035.4614
12599.0,28,275,7,147.51142857142855,1032.58,1159.4373
12600.0,28,342,10,259.904,2599.04,2363.0867
12601.0,189,142,5,115.412,577.0600000000001,618.375
12602.0,58,0,1,153.12,153.12,169.81544
12603.0,21,0,1,739.1999999999999,739.1999999999999,641.1268
12604.0,78,182,2,127.09,254.18,263.67993
12607.0,59,0,1,1579.51,1579.51,1648.6995
12609.0,77,240,3,375.6166666666666,1126.85,1133.5745
12610.0,22,103,5,419.908,2099.54,2130.7053
12611.0,51,0,1,1193.32,1193.32,1329.1578
12612.0,73,0,1,704.0400000000001,704.0400000000001,678.4195
12613.0,56,204,5,668.876,3344.38,3167.0137
12614.0,277,0,1,315.6,315.6,289.7136
12615.0,1,166,4,572.7975,2291.19,2261.0786
12616.0,94,202,2,356.65,713.3,656.4897
12617.0,28,0,1,355.53,355.53,373.74893
12618.0,21,0,1,177.31,177.31,188.70634
12619.0,15,237,9,404.5822222222222,3641.24,3435.224
12620.0,14,189,3,446.47,1339.41,1601.7489
12621.0,1,364,20,684.4835,13689.67,15181.549
12622.0,231,0,1,180.1,180.1,188.70634
12623.0,275,0,1,305.1,305.1,289.7136
12624.0,105,71,2,320.565,641.13,632.6346
12625.0,211,107,2,1341.91,2683.82,2569.3833
12626.0,22,303,9,735.6088888888888,6620.48,6613.821
12627.0,10,129,7,639.79,4478.53,4129.018
12628.0,3,60,3,262.15333333333336,786.46,791.43256
12630.0,9,34,2,635.44,1270.88,1189.3531
12631.0,56,0,1,640.5,640.5,622.9617
12633.0,58,229,4,540.995,2163.98,2109.376
12635.0,89,65,2,844.59,1689.18,1893.9803
12637.0,66,256,8,752.7375,6021.9,6202.1504
12638.0,32,0,1,671.69,671.69,723.5059
12639.0,238,0,1,486.1,486.1,466.1763
12640.0,23,57,3,391.52666666666664,1174.58,1053.5039
12641.0,114,0,1,185.9,185.9,193.39775
12642.0,24,82,3,337.75333333333333,1013.26,1071.6537
12643.0,127,204,6,557.4399999999999,3344.64,3403.052
12644.0,129,0,1,477.91,477.91,518.501
12645.0,33,282,4,443.795,1775.18,1832.2104
12646.0,4,44,2,673.485,1346.97,1360.3971
12647.0,21,346,12,310.235,3722.82,3603.6882
12648.0,154,0,1,318.05,318.05,289.7136
12649.0,106,105,3,207.83666666666667,623.51,688.86584
12650.0,2,0,1,314.44,314.44,349.58115
12651.0,334,0,1,114.0,114.0,118.217834
12652.0,330,0,1,919.98,919.98,914.55585
12653.0,148,147,2,1104.925,2209.85,1764.336
12654.0,10,284,5,120.396,601.98,618.375
12656.0,16,216,5,810.234,4051.17,3977.246
12657.0,10,67,4,410.795,1643.18,1737.6074
12658.0,18,0,1,686.05,686.05,648.2572
12659.0,29,0,1,91.68,91.68,93.66707
12660.0,10,0,1,245.1,245.1,243.46474
12662.0,0,372,11,349.98,3849.78,4058.3887
12664.0,7,314,9,542.4311111111111,4881.88,4347.7104
12665.0,324,0,1,63.0,63.0,57.580425
12667.0,57,0,1,620.13,620.13,645.409
12668.0,11,343,4,951.7875,3807.15,3744.344
12669.0,150,105,3,914.6766666666666,2744.0299999999997,2573.6333
12670.0,9,222,5,599.21,2996.05,2830.4094
12672.0,329,0,1,225.89999999999998,225.89999999999998,222.87526
12673.0,4,321,2,305.26,610.52,640.71277
12674.0,38,169,4,492.65,1970.6,1961.4542
12676.0,24,286,6,221.89833333333334,1331.39,1316.6085
12678.0,41,311,12,1469.0383333333332,17628.46,17514.191
12679.0,58,225,4,278.255,1113.02,1066.5981
12680.0,0,112,4,215.7025,862.81,854.8048
12681.0,14,353,22,626.7063636363637,13787.54,13537.53
12682.0,3,367,31,396.3941935483871,12288.22,11664.296
12683.0,3,361,15,565.1046666666666,8476.57,8499.876
12684.0,7,205,7,326.23285714285714,2283.63,2416.396
12685.0,27,65,6,477.18,2863.08,2880.4978
12686.0,371,0,1,89.14,89.14,90.62054
12688.0,113,0,1,4873.8099999999995,4873.8099999999995,4719.288
12689.0,25,101,2,623.805,1247.61,1179.2257
12690.0,205,0,1,389.01,389.01,357.4703
12691.0,27,329,6,172.63333333333333,1035.8,932.15485
12693.0,126,192,4,213.9775,855.91,732.69946
12694.0,69,112,2,434.835,869.67,901.82166
12695.0,6,203,4,145.525,582.1,515.7516
12697.0,28,140,3,319.19666666666666,957.59,936.2484
12700.0,7,207,4,1234.9975,4939.99,4817.9966
12701.0,79,162,2,398.855,797.71,870.04584
12702.0,19,0,1,219.0,219.0,220.23308
12703.0,70,0,1,283.55,283.55,282.40088
12704.0,6,162,8,292.605,2340.84,2158.9414
12705.0,14,341,9,763.1433333333333,6868.29,6517.7524
12707.0,291,0,1,603.42,603.42,595.2857
12708.0,29,338,10,271.291,2712.91,2377.6475
12709.0,14,351,15,649.1013333333334,9736.52,9123.118
12710.0,96,104,3,383.00666666666666,1149.02,1217.5403
12712.0,28,342,13,338.1638461538462,4396.13,3283.9597
12713.0,0,0,1,848.55,848.55,887.5747
12714.0,8,285,5,941.7719999999999,4708.86,5496.4536
12715.0,105,0,1,353.86,353.86,349.2129
12716.0,3,129,2,526.745,1053.49,1081.7036
12717.0,150,94,2,515.49,1030.98,956.3889
12718.0,70,0,1,238.25,238.25,243.46474
12719.0,4,59,2,322.475,644.95,632.6346
12720.0,2,366,25,231.26919999999998,5781.73,5958.774
12721.0,31,323,6,442.68833333333333,2656.13,2619.6772
12722.0,84,65,4,249.4075,997.63,1013.9686
12723.0,3,61,5,145.014,725.07,810.2972
12724.0,4,327,4,257.8525,1031.41,974.48145
12725.0,370,0,1,427.8,427.8,417.07455
12726.0,27,329,7,372.7285714285714,2609.1,2601.6567
12727.0,10,309,7,568.6714285714286,3980.7,3808.5474
12728.0,70,261,4,209.0825,836.33,882.6672
12729.0,113,0,1,453.01,453.01,479.48395
12731.0,23,341,12,1574.6591666666666,18895.91,17472.762
12732.0,179,0,1,236.26000000000002,236.26000000000002,243.46474
12733.0,233,0,1,383.95,383.95,357.4703
12734.0,352,0,1,110.39999999999999,110.39999999999999,107.02501
12735.0,314,21,2,389.78499999999997,779.5699999999999,730.73944
12736.0,332,0,1,234.0,234.0,223.93776
12738.0,371,0,1,155.35,155.35,169.81544
12739.0,77,20,2,506.52,1013.04,893.4129
12740.0,63,0,1,427.6,427.6,498.42706
12743.0,133,0,2,273.215,546.43,493.4191
12744.0,51,266,7,3039.8985714285714,21279.29,21241.754
12747.0,1,366,11,381.4554545454546,4196.01,3748.4346
12748.0,0,372,209,161.3384210526316,33719.73,33709.2
12749.0,3,209,5,818.176,4090.88,3804.5806
12750.0,128,0,1,275.88,275.88,273.67145
12752.0,80,0,1,4366.78,4366.78,4420.382
12753.0,22,339,6,3571.565,21429.39,22751.615
12754.0,235,72,3,1003.5799999999999,3010.74,3151.007
12755.0,280,85,2,1905.975,3811.95,2862.0647
12756.0,86,0,1,112.07999999999998,112.07999999999998,107.02501
12757.0,15,195,13,604.3923076923077,7857.1,7856.46
12758.0,116,159,2,1395.795,2791.59,2983.5964
12759.0,51,223,3,510.48,1531.44,1442.8788
12762.0,7,17,2,949.26,1898.52,1986.8192
12763.0,137,230,2,247.04,494.08,501.7668
12764.0,316,0,1,1693.88,1693.88,1530.4199
12766.0,3,362,7,998.5185714285715,6989.63,6759.637
12769.0,238,0,1,1143.6,1143.6,1075.0862
12770.0,210,0,1,1351.45,1351.45,1421.6498
12772.0,59,0,1,892.47,892.47,944.83356
12775.0,16,294,5,277.20799999999997,1386.04,1395.1816
12778.0,19,292,6,137.03833333333333,822.23,990.5176
12779.0,37,333,8,497.67,3981.36,3958.5522
12781.0,63,221,2,413.37,826.74,870.04584
12782.0,4,352,5,466.184,2330.92,2236.5134
12783.0,1,73,6,370.98499999999996,2225.91,2002.2439
12784.0,8,6,2,287.21,574.42,538.59454
12785.0,363,0,1,311.95,311.95,289.7136
12787.0,9,182,3,154.55333333333334,463.66,475.00308
12789.0,64,0,1,91.85,91.85,93.66707
12790.0,191,0,1,324.92,324.92,294.72305
12791.0,373,0,1,192.60000000000002,192.60000000000002,196.53816
12792.0,256,0,1,400.53999999999996,400.53999999999996,403.9669
12793.0,334,36,2,272.74,545.48,542.7338
12794.0,52,45,2,430.205,860.41,875.0172
12795.0,18,0,1,430.48,430.48,417.07455
12797.0,365,0,1,254.03,254.03,266.3915
12798.0,9,160,3,2325.68,6977.04,7737.913
12802.0,186,0,1,427.58,427.58,475.13763
12808.0,36,331,3,161.21666666666667,483.65000000000003,400.473
12809.0,177,0,1,489.31,489.31,490.71243
12811.0,260,23,3,171.61666666666667,514.85,448.8724
12812.0,44,0,1,229.64000000000001,229.64000000000001,223.93776
12814.0,101,0,1,125.92,125.92,126.24879
12815.0,147,50,2,531.73,1063.46,949.5901
12816.0,95,80,2,286.1,572.2,501.5907
12817.0,280,0,1,166.04,166.04,169.81544
12818.0,261,0,1,1542.08,1542.08,1737.492
12820.0,2,323,4,235.585,942.34,992.90686
12821.0,213,0,1,92.72,92.72,93.66707
12822.0,70,16,2,474.44,948.88,967.8572
12823.0,74,221,5,351.9,1759.5,1328.378
12824.0,59,0,1,397.12,397.12,395.5089
12826.0,2,362,7,210.67428571428573,1474.72,1583.0194
12827.0,5,38,3,143.38333333333335,430.15000000000003,363.9175
12828.0,2,127,6,169.785,1018.71,923.98083
12829.0,336,23,2,146.5,293.0,392.35266
12830.0,37,134,6,1135.7733333333333,6814.64,7074.8853
12831.0,261,0,1,215.05,215.05,220.23308
12832.0,31,65,2,191.515,383.03,339.323
12833.0,144,0,1,417.38,417.38,417.07455
12834.0,282,0,1,312.38,312.38,289.7136
12836.0,58,252,4,653.215,2612.86,2455.145
12837.0,172,0,1,134.1,134.1,139.2574
12838.0,33,340,2,341.565,683.13,700.8823
12839.0,2,364,14,399.38714285714286,5591.42,5242.6636
12840.0,143,82,4,681.6925,2726.77,2640.0232
12841.0,4,367,25,160.894,4022.35,4084.4
12842.0,69,238,2,559.495,1118.99,1127.337
12843.0,65,198,8,212.7825,1702.26,1672.0608
12844.0,28,101,2,162.98000000000002,325.96000000000004,305.13367
12845.0,266,22,4,88.5225,354.09,359.0849
12847.0,21,0,1,871.54,871.54,1120.4814
12849.0,30,237,2,525.4449999999999,1050.8899999999999,1019.58624
12851.0,96,0,1,135.18,135.18,139.2574
12852.0,294,0,1,311.55,311.55,289.7136
12853.0,134,181,6,326.18333333333334,1957.1000000000001,1902.7412
12854.0,78,239,3,441.5,1324.5,1306.6906
12855.0,372,0,1,38.1,38.1,52.055805
12856.0,7,55,6,363.32166666666666,2179.93,2175.5605
12857.0,210,91,2,553.2,1106.4,1057.6919
12863.0,51,0,1,521.2,521.2,484.04077
12864.0,137,0,1,147.12,147.12,170.10655
12865.0,25,97,2,784.115,1568.23,1572.1766
12866.0,282,0,1,559.12,559.12,534.1714
12867.0,25,333,7,576.6885714285714,4036.82,4485.863
12868.0,185,187,6,267.84333333333336,1607.0600000000002,1609.3322
12871.0,83,123,2,190.32,380.64,339.323
12872.0,326,38,2,299.985,599.97,586.2101
12873.0,281,0,1,374.0,374.0,357.4703
12875.0,142,219,2,171.61500000000004,343.2300000000001,499.45892
12876.0,57,138,2,1109.01,2218.02,2307.4373
12877.0,3,354,12,127.98083333333334,1535.77,1891.9385
12878.0,235,29,2,427.495,854.99,878.61316
12879.0,44,47,3,191.07333333333335,573.22,625.1947
12881.0,275,0,1,298.0,298.0,287.4043
12882.0,8,24,2,731.52,1463.04,1224.4316
12883.0,24,64,4,175.8675,703.47,586.48047
12884.0,87,0,1,309.05,309.05,289.7136
12885.0,62,60,3,391.74,1175.22,1179.1211
12886.0,67,151,2,689.2,1378.4,1381.0319
12888.0,213,41,2,177.06,354.12,324.02454
12890.0,23,0,1,380.46999999999997,380.46999999999997,400.35944
12891.0,185,107,3,110.33333333333333,331.0,396.0143
12893.0,30,0,1,188.14,188.14,196.53816
12895.0,41,44,2,186.4,372.8,367.03174
12897.0,204,97,2,108.25,216.5,227.22969
12901.0,8,261,28,630.5192857142857,17654.54,17179.547
12902.0,264,0,1,138.68,138.68,139.2574
12904.0,17,154,2,254.79,509.58,524.6933
12906.0,11,66,5,583.962,2919.81,2957.0217
12908.0,175,136,2,375.0,750.0,889.2196
12909.0,39,213,5,435.73400000000004,2178.67,2128.6787
12910.0,22,218,8,384.38,3075.04,3062.3875
12912.0,2,37,5,332.46,1662.3,1548.7096
12913.0,4,363,5,496.726,2483.63,2520.2412
12915.0,148,223,2,181.825,363.65,324.02454
12916.0,138,181,4,751.5375,3006.15,2798.0508
12917.0,127,0,1,594.0,594.0,547.93933
12919.0,7,161,6,222.53166666666667,1335.19,1316.6085
12920.0,16,0,1,164.23,164.23,169.81544
12921.0,8,364,37,448.29972972972973,16587.09,14814.913
12922.0,160,0,1,405.38,405.38,443.47614
12923.0,63,0,1,176.97,176.97,188.70634
12924.0,87,239,4,233.425,933.7,899.0376
12925.0,4,70,2,347.025,694.05,786.58124
12928.0,34,323,5,412.5400000000001,2062.7000000000003,2076.853
12929.0,311,0,1,117.85,117.85,118.217834
12930.0,77,93,2,207.9,415.8,442.3667
12931.0,21,336,15,2803.730666666667,42055.96,42203.9
12933.0,23,259,3,202.51,607.53,686.8092
12935.0,1,317,7,308.6714285714285,2160.7,2132.5774
12936.0,16,61,4,265.975,1063.9,1044.2786
12937.0,14,252,4,376.0675,1504.27,1494.6287
12938.0,25,0,1,114.14,114.14,118.217834
12939.0,63,270,8,1447.725,11581.8,10997.877
12940.0,54,33,2,456.77,913.54,915.68286
12942.0,130,234,3,227.96666666666667,683.9,526.483
12944.0,35,319,2,302.255,604.51,553.0606
12945.0,287,0,1,462.95,462.95,466.1763
12947.0,143,229,6,267.33166666666665,1603.99,1773.4818
12948.0,15,248,7,294.99285714285713,2064.95,2013.3137
12949.0,30,221,8,520.9025,4167.22,4056.6807
12950.0,1,21,3,614.3333333333334,1843.0,1829.1772
12951.0,8,322,6,177.345,1064.07,1080.7178
12952.0,5,72,4,346.9475,1387.79,1352.6841
12953.0,9,0,1,329.85,329.85,294.72305
12955.0,0,266,11,432.4690909090909,4757.16,5194.954
12956.0,305,0,1,108.07,108.07,107.02501
12957.0,9,329,8,502.1925,4017.54,3701.8289
12962.0,6,106,2,133.195,266.39,268.5782
12963.0,7,357,8,232.07875,1856.63,1797.2521
12965.0,88,0,1,771.91,771.91,686.8251
12966.0,9,0,1,160.18,160.18,169.81544
12967.0,357,13,2,830.45,1660.9,1431.5149
12968.0,111,0,1,135.95,135.95,139.2574
12970.0,6,315,4,113.06,452.24,565.41693
12971.0,3,368,86,130.11523255813952,11189.91,11184.22
12974.0,197,0,1,144.8,144.8,139.2574
12976.0,211,0,1,738.6,738.6,779.25653
12977.0,155,0,1,39.239999999999995,39.239999999999995,52.055805
12980.0,157,200,9,819.4333333333334,7374.900000000001,6706.711
12981.0,29,103,2,186.10999999999999,372.21999999999997,381.4383
12982.0,242,0,1,390.54,390.54,380.0744
12984.0,18,0,1,97.5,97.5,93.66707
12985.0,0,27,2,619.69,1239.38,1453.8466
12987.0,73,124,2,279.35,558.7,525.7873
12988.0,291,0,1,535.32,535.32,484.04077
12989.0,2,361,15,461.6073333333334,6924.110000000001,6587.16
12990.0,30,278,3,136.5,409.5,363.9175
12991.0,22,89,2,251.88,503.76,584.003
12993.0,22,275,4,103.69,414.76,461.22687
12994.0,3,264,3,324.8066666666667,974.4200000000001,935.8282
12995.0,84,0,1,211.32,211.32,220.23308
12997.0,21,294,4,306.7225,1226.89,1185.995
12999.0,195,49,3,151.96,455.88,520.56494
13000.0,106,258,3,178.28333333333333,534.85,605.12366
13001.0,3,322,13,755.2938461538462,9818.82,10308.712
13002.0,317,0,1,120.94999999999999,120.94999999999999,118.217834
13003.0,105,109,3,49.68333333333334,149.05,183.181
13004.0,11,346,18,314.21722222222223,5655.91,5996.2617
13005.0,173,72,2,256.85,513.7,442.04468
13006.0,55,0,1,81.57,81.57,84.41284
13008.0,322,0,1,229.46999999999997,229.46999999999997,223.93776
13011.0,371,0,1,50.550000000000004,50.550000000000004,52.055805
13012.0,8,285,8,207.73000000000002,1661.8400000000001,1673.0127
13013.0,0,370,13,370.07230769230773,4810.9400000000005,4889.0396
13014.0,10,270,10,346.628,3466.2799999999997,2940.7058
13015.0,52,195,5,669.2560000000001,3346.28,3167.0137
13016.0,72,49,3,263.2966666666667,789.89,852.1069
13017.0,6,0,1,204.0,204.0,208.80504
13018.0,15,279,28,259.91785714285714,7277.7,7574.6772
13021.0,3,354,9,290.7088888888889,2616.38,2617.1436
13023.0,63,65,2,344.95,689.9,634.9024
13026.0,0,274,5,195.072,975.36,1016.7444
13027.0,113,240,6,1152.0,6912.0,7039.9263
13028.0,22,22,2,330.65999999999997,661.3199999999999,744.4665
